NoEstado,Estado,NoMunicipio,Municipio,NoCiudad,Ciudad/Colonia
20,Oaxaca,334,Villa de Tututepec de Melchor Ocampo,1,Villa de Tututepec de Melchor Ocampo
20,Oaxaca,335,San Pedro Yaneri,1,San Pedro Yaneri
20,Oaxaca,336,San Pedro Yolox,1,San Pedro Yolox
20,Oaxaca,337,San Pedro y San Pablo Ayutla,1,San Pedro y San Pablo Ayutla
20,Oaxaca,338,Villa de Etla,1,Villa de Etla
20,Oaxaca,339,San Pedro y San Pablo Teposcolula,1,San Pedro y San Pablo Teposcolula
20,Oaxaca,340,San Pedro y San Pablo Tequixtepec,1,San Pedro y San Pablo Tequixtepec
20,Oaxaca,341,San Pedro Yucunama,1,San Pedro Yucunama
20,Oaxaca,342,San Raymundo Jalpan,1,San Raymundo Jalpan
20,Oaxaca,343,San Sebastian Abasolo,1,San Sebastian Abasolo
20,Oaxaca,344,San Sebastian Coatlan,1,San Sebastian Coatlan
20,Oaxaca,345,San Sebastian Ixcapa,1,San Sebastian Ixcapa
20,Oaxaca,346,San Sebastian Nicananduta,1,San Sebastian Nicananduta
20,Oaxaca,347,San Sebastian Rio Hondo,1,San Sebastian Rio Hondo
20,Oaxaca,348,San Sebastian Tecomaxtlahuaca,1,San Sebastian Tecomaxtlahuaca
20,Oaxaca,349,San Sebastian Teitipac,1,San Sebastian Teitipac
20,Oaxaca,350,San Sebastian Tutla,1,San Sebastian Tutla
20,Oaxaca,351,San Simon Almolongas,1,San Simon Almolongas
20,Oaxaca,352,San Simon Zahuatlan,1,San Simon Zahuatlan
20,Oaxaca,353,Santa Ana,1,Santa Ana
20,Oaxaca,354,Santa Ana Ateixtlahuaca,1,Santa Ana Ateixtlahuaca
20,Oaxaca,355,Santa Ana Cuauhtemoc,1,Santa Ana Cuauhtemoc
20,Oaxaca,356,Santa Ana del Valle,1,Santa Ana del Valle
20,Oaxaca,357,Santa Ana Tavela,1,Santa Ana Tavela
20,Oaxaca,358,Santa Ana Tlapacoyan,1,Santa Ana Tlapacoyan
20,Oaxaca,359,Santa Ana Yareni,1,Santa Ana Yareni
20,Oaxaca,360,Santa Ana Zegache,1,Santa Ana Zegache
20,Oaxaca,361,Santa Catalina Quieri,1,Santa Catalina Quieri
20,Oaxaca,362,Santa Catarina Cuixtla,1,Santa Catarina Cuixtla
20,Oaxaca,363,Santa Catarina Ixtepeji,1,Santa Catarina Ixtepeji
20,Oaxaca,364,Santa Catarina Juquila,1,Santa Catarina Juquila
20,Oaxaca,365,Santa Catarina Lachatao,1,Santa Catarina Lachatao
20,Oaxaca,366,Santa Catarina Loxicha,1,Santa Catarina Loxicha
20,Oaxaca,367,Santa Catarina Mechoacan,1,Santa Catarina Mechoacan
20,Oaxaca,368,Santa Catarina Minas,1,Santa Catarina Minas
20,Oaxaca,369,Santa Catarina Quiane,1,Santa Catarina Quiane
20,Oaxaca,370,Santa Catarina Tayata,1,Santa Catarina Tayata
20,Oaxaca,371,Santa Catarina Ticua,1,Santa Catarina Ticua
20,Oaxaca,372,Santa Catarina Yosonotu,1,Santa Catarina Yosonotu
20,Oaxaca,373,Santa Catarina Zapoquila,1,Santa Catarina Zapoquila
20,Oaxaca,374,Santa Cruz Acatepec,1,Santa Cruz Acatepec
20,Oaxaca,375,Santa Cruz Amilpas,1,Santa Cruz Amilpas
20,Oaxaca,376,Santa Cruz de Bravo,1,Santa Cruz de Bravo
20,Oaxaca,377,Santa Cruz Itundujia,1,Santa Cruz Itundujia
20,Oaxaca,378,Santa Cruz Mixtepec,1,Santa Cruz Mixtepec
20,Oaxaca,379,Santa Cruz Nundaco,1,Santa Cruz Nundaco
20,Oaxaca,380,Santa Cruz Papalutla,1,Santa Cruz Papalutla
20,Oaxaca,381,Santa Cruz Tacache de Mina,1,Santa Cruz Tacache de Mina
20,Oaxaca,382,Santa Cruz Tacahua,1,Santa Cruz Tacahua
20,Oaxaca,383,Santa Cruz Tayata,1,Santa Cruz Tayata
20,Oaxaca,384,Santa Cruz Xitla,1,Santa Cruz Xitla
20,Oaxaca,385,Santa Cruz Xoxocotlan,1,Santa Cruz Xoxocotlan
20,Oaxaca,386,Santa Cruz Zenzontepec,1,Santa Cruz Zenzontepec
20,Oaxaca,387,Santa Gertrudis,1,Santa Gertrudis
20,Oaxaca,388,Santa Ines del Monte,1,Santa Ines del Monte
20,Oaxaca,389,Santa Ines Yatzeche,1,Santa Ines Yatzeche
20,Oaxaca,390,Santa Lucia del Camino,1,Santa Lucia del Camino
20,Oaxaca,391,Santa Lucia Miahuatlan,1,Santa Lucia Miahuatlan
20,Oaxaca,392,Santa Lucia Monteverde,1,Santa Lucia Monteverde
20,Oaxaca,393,Santa Lucia Ocotlan,1,Santa Lucia Ocotlan
20,Oaxaca,394,Santa Maria Alotepec,1,Santa Maria Alotepec
20,Oaxaca,395,Santa Maria Apazco,1,Santa Maria Apazco
20,Oaxaca,396,Santa Maria la Asuncion,1,Santa Maria la Asuncion
20,Oaxaca,397,Heroica Ciudad de Tlaxiaco,1,Heroica Ciudad de Tlaxiaco
20,Oaxaca,398,Ayoquezco de Aldama,1,Ayoquezco de Aldama
20,Oaxaca,399,Santa Maria Atzompa,1,Santa Maria Atzompa
20,Oaxaca,400,Santa Maria Camotlan,1,Santa Maria Camotlan
20,Oaxaca,401,Santa Maria Colotepec,1,Santa Maria Colotepec
20,Oaxaca,402,Santa Maria Cortijo,1,Santa Maria Cortijo
20,Oaxaca,403,Santa Maria Coyotepec,1,Santa Maria Coyotepec
20,Oaxaca,404,Santa Maria Chachoapam,1,Santa Maria Chachoapam
20,Oaxaca,405,Villa de Chilapa de Diaz,1,Villa de Chilapa de Diaz
20,Oaxaca,406,Santa Maria Chilchotla,1,Santa Maria Chilchotla
20,Oaxaca,407,Santa Maria Chimalapa,1,Santa Maria Chimalapa
20,Oaxaca,408,Santa Maria del Rosario,1,Santa Maria del Rosario
20,Oaxaca,409,Santa Maria del Tule,1,Santa Maria del Tule
20,Oaxaca,410,Santa Maria Ecatepec,1,Santa Maria Ecatepec
20,Oaxaca,411,Santa Maria Guelace,1,Santa Maria Guelace
20,Oaxaca,412,Santa Maria Guienagati,1,Santa Maria Guienagati
20,Oaxaca,413,Santa Maria Huatulco,1,Santa Maria Huatulco
20,Oaxaca,414,Santa Maria Huazolotitlan,1,Santa Maria Huazolotitlan
20,Oaxaca,415,Santa Maria Ipalapa,1,Santa Maria Ipalapa
20,Oaxaca,416,Santa Maria Ixcatlan,1,Santa Maria Ixcatlan
20,Oaxaca,417,Santa Maria Jacatepec,1,Santa Maria Jacatepec
20,Oaxaca,418,Santa Maria Jalapa del Marques,1,Santa Maria Jalapa del Marques
20,Oaxaca,419,Santa Maria Jaltianguis,1,Santa Maria Jaltianguis
20,Oaxaca,420,Santa Maria Lachixio,1,Santa Maria Lachixio
20,Oaxaca,421,Santa Maria Mixtequilla,1,Santa Maria Mixtequilla
20,Oaxaca,422,Santa Maria Nativitas,1,Santa Maria Nativitas
20,Oaxaca,423,Santa Maria Nduayaco,1,Santa Maria Nduayaco
20,Oaxaca,424,Santa Maria Ozolotepec,1,Santa Maria Ozolotepec
20,Oaxaca,425,Santa Maria Papalo,1,Santa Maria Papalo
20,Oaxaca,426,Santa Maria Peñoles,1,Santa Maria Peñoles
20,Oaxaca,427,Santa Maria Petapa,1,Santa Maria Petapa
20,Oaxaca,428,Santa Maria Quiegolani,1,Santa Maria Quiegolani
20,Oaxaca,429,Santa Maria Sola,1,Santa Maria Sola
20,Oaxaca,430,Santa Maria Tataltepec,1,Santa Maria Tataltepec
20,Oaxaca,431,Santa Maria Tecomavaca,1,Santa Maria Tecomavaca
20,Oaxaca,432,Santa Maria Temaxcalapa,1,Santa Maria Temaxcalapa
20,Oaxaca,433,Santa Maria Temaxcaltepec,1,Santa Maria Temaxcaltepec
20,Oaxaca,434,Santa Maria Teopoxco,1,Santa Maria Teopoxco
20,Oaxaca,435,Santa Maria Tepantlali,1,Santa Maria Tepantlali
20,Oaxaca,436,Santa Maria Texcatitlan,1,Santa Maria Texcatitlan
20,Oaxaca,437,Santa Maria Tlahuitoltepec,1,Santa Maria Tlahuitoltepec
20,Oaxaca,438,Santa Maria Tlalixtac,1,Santa Maria Tlalixtac
20,Oaxaca,439,Santa Maria Tonameca,1,Santa Maria Tonameca
20,Oaxaca,440,Santa Maria Totolapilla,1,Santa Maria Totolapilla
20,Oaxaca,441,Santa Maria Xadani,1,Santa Maria Xadani
20,Oaxaca,442,Santa Maria Yalina,1,Santa Maria Yalina
20,Oaxaca,443,Santa Maria Yavesia,1,Santa Maria Yavesia
20,Oaxaca,444,Santa Maria Yolotepec,1,Santa Maria Yolotepec
20,Oaxaca,445,Santa Maria Yosoyua,1,Santa Maria Yosoyua
20,Oaxaca,446,Santa Maria Yucuhiti,1,Santa Maria Yucuhiti
20,Oaxaca,447,Santa Maria Zacatepec,1,Santa Maria Zacatepec
20,Oaxaca,448,Santa Maria Zaniza,1,Santa Maria Zaniza
20,Oaxaca,449,Santa Maria Zoquitlan,1,Santa Maria Zoquitlan
20,Oaxaca,450,Santiago Amoltepec,1,Santiago Amoltepec
20,Oaxaca,451,Santiago Apoala,1,Santiago Apoala
20,Oaxaca,452,Santiago Apostol,1,Santiago Apostol
20,Oaxaca,453,Santiago Astata,1,Santiago Astata
20,Oaxaca,454,Santiago Atitlan,1,Santiago Atitlan
20,Oaxaca,455,Santiago Ayuquililla,1,Santiago Ayuquililla
20,Oaxaca,456,Santiago Cacaloxtepec,1,Santiago Cacaloxtepec
20,Oaxaca,457,Santiago Camotlan,1,Santiago Camotlan
20,Oaxaca,458,Santiago Comaltepec,1,Santiago Comaltepec
20,Oaxaca,459,Santiago Chazumba,1,Santiago Chazumba
20,Oaxaca,460,Santiago Choapam,1,Santiago Choapam
20,Oaxaca,461,Santiago del Rio,1,Santiago del Rio
20,Oaxaca,462,Santiago Huajolotitlan,1,Santiago Huajolotitlan
20,Oaxaca,463,Santiago Huauclilla,1,Santiago Huauclilla
20,Oaxaca,464,Santiago Ihuitlan Plumas,1,Santiago Ihuitlan Plumas
20,Oaxaca,465,Santiago Ixcuintepec,1,Santiago Ixcuintepec
20,Oaxaca,466,Santiago Ixtayutla,1,Santiago Ixtayutla
20,Oaxaca,467,Santiago Jamiltepec,1,Santiago Jamiltepec
20,Oaxaca,468,Santiago Jocotepec,19,Monte Negro
20,Oaxaca,469,Santiago Juxtlahuaca,1,Santiago Juxtlahuaca
20,Oaxaca,470,Santiago Lachiguiri,1,Santiago Lachiguiri
20,Oaxaca,471,Santiago Lalopa,1,Santiago Lalopa
20,Oaxaca,472,Santiago Laollaga,1,Santiago Laollaga
20,Oaxaca,473,Santiago Laxopa,1,Santiago Laxopa
20,Oaxaca,474,Santiago Llano Grande,1,Santiago Llano Grande
20,Oaxaca,475,Santiago Matatlan,1,Santiago Matatlan
20,Oaxaca,476,Santiago Miltepec,1,Santiago Miltepec
20,Oaxaca,477,Santiago Minas,1,Santiago Minas
20,Oaxaca,478,Santiago Nacaltepec,1,Santiago Nacaltepec
20,Oaxaca,479,Santiago Nejapilla,1,Santiago Nejapilla
20,Oaxaca,480,Santiago Nundiche,1,Santiago Nundiche
20,Oaxaca,481,Santiago Nuyoo,1,Santiago Nuyoo
20,Oaxaca,482,Santiago Pinotepa Nacional,1,Santiago Pinotepa Nacional
20,Oaxaca,483,Santiago Suchilquitongo,1,Santiago Suchilquitongo
20,Oaxaca,484,Santiago Tamazola,1,Santiago Tamazola
20,Oaxaca,485,Santiago Tapextla,1,Santiago Tapextla
20,Oaxaca,486,Villa Tejupam de la Union,1,Villa Tejupam de la Union
20,Oaxaca,487,Santiago Tenango,1,Santiago Tenango
20,Oaxaca,488,Santiago Tepetlapa,1,Santiago Tepetlapa
20,Oaxaca,489,Santiago Tetepec,1,Santiago Tetepec
20,Oaxaca,490,Santiago Texcalcingo,1,Santiago Texcalcingo
20,Oaxaca,491,Santiago Textitlan,1,Santiago Textitlan
20,Oaxaca,492,Santiago Tilantongo,1,Santiago Tilantongo
20,Oaxaca,493,Santiago Tillo,1,Santiago Tillo
20,Oaxaca,494,Santiago Tlazoyaltepec,1,Santiago Tlazoyaltepec
20,Oaxaca,495,Santiago Xanica,1,Santiago Xanica
20,Oaxaca,496,Santiago Xiacui,1,Santiago Xiacui
20,Oaxaca,497,Santiago Yaitepec,1,Santiago Yaitepec
20,Oaxaca,498,Santiago Yaveo,1,Santiago Yaveo
20,Oaxaca,499,Santiago Yolomecatl,1,Santiago Yolomecatl
20,Oaxaca,500,Santiago Yosondua,1,Santiago Yosondua
20,Oaxaca,501,Santiago Yucuyachi,1,Santiago Yucuyachi
20,Oaxaca,502,Santiago Zacatepec,1,Santiago Zacatepec
20,Oaxaca,503,Santiago Zoochila,1,Santiago Zoochila
20,Oaxaca,504,Nuevo Zoquiapam,1,Nuevo Zoquiapam
20,Oaxaca,505,Santo Domingo Ingenio,1,Santo Domingo Ingenio
20,Oaxaca,506,Santo Domingo Albarradas,1,Santo Domingo Albarradas
20,Oaxaca,507,Santo Domingo Armenta,1,Santo Domingo Armenta
20,Oaxaca,508,Santo Domingo Chihuitan,1,Santo Domingo Chihuitan
20,Oaxaca,509,Santo Domingo de Morelos,1,Santo Domingo de Morelos
20,Oaxaca,510,Santo Domingo Ixcatlan,1,Santo Domingo Ixcatlan
20,Oaxaca,511,Santo Domingo Nuxaa,1,Santo Domingo Nuxaa
20,Oaxaca,512,Santo Domingo Ozolotepec,1,Santo Domingo Ozolotepec
20,Oaxaca,513,Santo Domingo Petapa,1,Santo Domingo Petapa
20,Oaxaca,514,Santo Domingo Roayaga,1,Santo Domingo Roayaga
20,Oaxaca,515,Santo Domingo Tehuantepec,1,Santo Domingo Tehuantepec
20,Oaxaca,516,Santo Domingo Teojomulco,1,Santo Domingo Teojomulco
20,Oaxaca,517,Santo Domingo Tepuxtepec,1,Santo Domingo Tepuxtepec
20,Oaxaca,518,Santo Domingo Tlatayapam,1,Santo Domingo Tlatayapam
20,Oaxaca,519,Santo Domingo Tomaltepec,1,Santo Domingo Tomaltepec
20,Oaxaca,520,Santo Domingo Tonala,1,Santo Domingo Tonala
20,Oaxaca,521,Santo Domingo Tonaltepec,1,Santo Domingo Tonaltepec
20,Oaxaca,522,Santo Domingo Xagacia,1,Santo Domingo Xagacia
20,Oaxaca,523,Santo Domingo Yanhuitlan,1,Santo Domingo Yanhuitlan
20,Oaxaca,524,Santo Domingo Yodohino,1,Santo Domingo Yodohino
20,Oaxaca,525,Santo Domingo Zanatepec,1,Santo Domingo Zanatepec
20,Oaxaca,526,Santos Reyes Nopala,1,Santos Reyes Nopala
20,Oaxaca,527,Santos Reyes Papalo,1,Santos Reyes Papalo
20,Oaxaca,528,Santos Reyes Tepejillo,1,Santos Reyes Tepejillo
20,Oaxaca,529,Santos Reyes Yucuna,1,Santos Reyes Yucuna
20,Oaxaca,530,Santo Tomas Jalieza,1,Santo Tomas Jalieza
20,Oaxaca,531,Santo Tomas Mazaltepec,1,Santo Tomas Mazaltepec
20,Oaxaca,532,Santo Tomas Ocotepec,1,Santo Tomas Ocotepec
20,Oaxaca,533,Santo Tomas Tamazulapan,1,Santo Tomas Tamazulapan
20,Oaxaca,534,San Vicente Coatlan,1,San Vicente Coatlan
20,Oaxaca,535,San Vicente Lachixio,1,San Vicente Lachixio
20,Oaxaca,536,San Vicente Nuñu,1,San Vicente Nuñu
20,Oaxaca,537,Silacayoapam,1,Silacayoapam
20,Oaxaca,538,Sitio de Xitlapehua,1,Sitio de Xitlapehua
20,Oaxaca,539,Soledad Etla,1,Soledad Etla
20,Oaxaca,540,Villa de Tamazulapam del Progreso,1,Villa de Tamazulapam del Progreso
20,Oaxaca,541,Tanetze de Zaragoza,1,Tanetze de Zaragoza
20,Oaxaca,542,Taniche,1,Taniche
20,Oaxaca,543,Tataltepec de Valdes,1,Tataltepec de Valdes
20,Oaxaca,544,Teococuilco de Marcos Perez,1,Teococuilco de Marcos Perez
20,Oaxaca,545,Teotitlan de Flores Magon,1,Teotitlan de Flores Magon
20,Oaxaca,546,Teotitlan del Valle,1,Teotitlan del Valle
20,Oaxaca,547,Teotongo,1,Teotongo
20,Oaxaca,548,Tepelmeme Villa de Morelos,1,Tepelmeme Villa de Morelos
20,Oaxaca,549,"Heroica Villa Tezoatlan de Segura y Luna, Cuna de la Independencia de Oaxaca",1,"Heroica Villa Tezoatlan de Segura y Luna, Cuna de la Independencia de Oaxaca"
20,Oaxaca,550,San Jeronimo Tlacochahuaya,1,San Jeronimo Tlacochahuaya
20,Oaxaca,551,Tlacolula de Matamoros,1,Tlacolula de Matamoros
20,Oaxaca,552,Tlacotepec Plumas,1,Tlacotepec Plumas
20,Oaxaca,553,Tlalixtac de Cabrera,1,Tlalixtac de Cabrera
20,Oaxaca,554,Totontepec Villa de Morelos,1,Totontepec Villa de Morelos
20,Oaxaca,555,Trinidad Zaachila,1,Trinidad Zaachila
20,Oaxaca,556,La Trinidad Vista Hermosa,1,La Trinidad Vista Hermosa
20,Oaxaca,557,Union Hidalgo,1,Union Hidalgo
20,Oaxaca,558,Valerio Trujano,1,Valerio Trujano
20,Oaxaca,559,San Juan Bautista Valle Nacional,1,San Juan Bautista Valle Nacional
20,Oaxaca,560,Villa Diaz Ordaz,1,Villa Diaz Ordaz
20,Oaxaca,561,Yaxe,1,Yaxe
20,Oaxaca,562,Magdalena Yodocono de Porfirio Diaz,1,Magdalena Yodocono de Porfirio Diaz
20,Oaxaca,563,Yogana,1,Yogana
20,Oaxaca,564,Yutanduchi de Guerrero,1,Yutanduchi de Guerrero
20,Oaxaca,565,Villa de Zaachila,1,Villa de Zaachila
20,Oaxaca,566,San Mateo Yucutindoo,9,San Mateo Yucutindoo
20,Oaxaca,567,Zapotitlan Lagunas,1,Zapotitlan Lagunas
20,Oaxaca,568,Zapotitlan Palmas,1,Zapotitlan Palmas
20,Oaxaca,569,Santa Ines de Zaragoza,1,Santa Ines de Zaragoza
20,Oaxaca,570,Zimatlan de alvarez,1,Zimatlan de alvarez
21,Puebla,1,Acajete,1,Acajete
21,Puebla,2,Acateno,1,San Jose Acateno
21,Puebla,3,Acatlan,1,Acatlan de Osorio
21,Puebla,4,Acatzingo,1,Acatzingo de Hidalgo
21,Puebla,5,Acteopan,1,Acteopan
21,Puebla,6,Ahuacatlan,1,Ahuacatlan
21,Puebla,7,Ahuatlan,1,Ahuatlan
21,Puebla,8,Ahuazotepec,1,Ahuazotepec
21,Puebla,9,Ahuehuetitla,1,Ahuehuetitla
21,Puebla,10,Ajalpan,1,Ciudad de Ajalpan
21,Puebla,11,Albino Zertuche,1,Acaxtlahuacan de Albino Zertuche
21,Puebla,12,Aljojuca,1,Aljojuca
21,Puebla,13,Altepexi,1,Altepexi
21,Puebla,14,Amixtlan,1,Amixtlan
21,Puebla,15,Amozoc,1,Amozoc de Mota
21,Puebla,16,Aquixtla,1,Aquixtla
21,Puebla,17,Atempan,1,Atempan
21,Puebla,18,Atexcal,1,San Martin Atexcal
21,Puebla,19,Atlixco,1,Atlixco
21,Puebla,20,Atoyatempan,1,Atoyatempan
21,Puebla,21,Atzala,1,Atzala
21,Puebla,22,Atzitzihuacan,1,Santiago Atzitzihuacan
21,Puebla,23,Atzitzintla,1,Atzitzintla
21,Puebla,24,Axutla,1,Axutla
21,Puebla,25,Ayotoxco de Guerrero,1,Ayotoxco de Guerrero
21,Puebla,26,Calpan,1,San Andres Calpan
21,Puebla,27,Caltepec,1,Caltepec
21,Puebla,28,Camocuautla,1,Camocuautla
21,Puebla,29,Caxhuacan,1,Caxhuacan
21,Puebla,30,Coatepec,1,Coatepec
21,Puebla,31,Coatzingo,1,Coatzingo
21,Puebla,32,Cohetzala,1,Santa Maria Cohetzala
21,Puebla,33,Cohuecan,1,Cohuecan
21,Puebla,34,Coronango,1,Santa Maria Coronango
21,Puebla,35,Coxcatlan,1,Coxcatlan
21,Puebla,36,Coyomeapan,1,Santa Maria Coyomeapan
21,Puebla,37,Coyotepec,1,San Vicente Coyotepec
21,Puebla,38,Cuapiaxtla de Madero,1,Cuapiaxtla de Madero
21,Puebla,39,Cuautempan,1,San Esteban Cuautempan
21,Puebla,40,Cuautinchan,1,Cuautinchan
21,Puebla,41,Cuautlancingo,1,San Juan Cuautlancingo
21,Puebla,42,Cuayuca de Andrade,1,San Pedro Cuayuca
21,Puebla,43,Cuetzalan del Progreso,1,Ciudad de Cuetzalan
21,Puebla,44,Cuyoaco,1,Cuyoaco
21,Puebla,45,Chalchicomula de Sesma,1,Ciudad Serdan
21,Puebla,46,Chapulco,1,Chapulco
21,Puebla,47,Chiautla,1,Ciudad de Chiautla de Tapia
21,Puebla,48,Chiautzingo,1,San Lorenzo Chiautzingo
21,Puebla,49,Chiconcuautla,1,Chiconcuautla
21,Puebla,50,Chichiquila,1,Chichiquila
21,Puebla,51,Chietla,1,Chietla
21,Puebla,52,Chigmecatitlan,1,Chigmecatitlan
21,Puebla,53,Chignahuapan,1,Ciudad de Chignahuapan
21,Puebla,54,Chignautla,1,Chignautla
21,Puebla,55,Chila,1,Chila
21,Puebla,56,Chila de la Sal,1,Chila de la Sal
21,Puebla,57,Honey,1,Honey
21,Puebla,58,Chilchotla,1,Rafael J. Garcia
21,Puebla,59,Chinantla,1,Chinantla
21,Puebla,60,Domingo Arenas,1,Domingo Arenas
21,Puebla,61,Eloxochitlan,1,Eloxochitlan
21,Puebla,62,Epatlan,1,San Juan Epatlan
21,Puebla,63,Esperanza,1,Esperanza
21,Puebla,64,Francisco Z. Mena,1,Metlaltoyuca
21,Puebla,65,General Felipe angeles,1,San Pablo de las Tunas
21,Puebla,66,Guadalupe,1,Guadalupe
21,Puebla,67,Guadalupe Victoria,1,Guadalupe Victoria
21,Puebla,68,Hermenegildo Galeana,1,Bienvenido
21,Puebla,69,Huaquechula,1,Huaquechula
21,Puebla,70,Huatlatlauca,1,Huatlatlauca
21,Puebla,71,Huauchinango,1,Huauchinango
21,Puebla,72,Huehuetla,1,Huehuetla
21,Puebla,73,Huehuetlan el Chico,1,Huehuetlan el Chico
21,Puebla,74,Huejotzingo,1,Huejotzingo
21,Puebla,75,Hueyapan,1,Hueyapan
21,Puebla,76,Hueytamalco,1,Hueytamalco
21,Puebla,77,Hueytlalpan,1,Hueytlalpan
21,Puebla,78,Huitzilan de Serdan,1,Huitzilan
21,Puebla,79,Huitziltepec,1,Santa Clara Huitziltepec
21,Puebla,80,Atlequizayan,1,Atlequizayan
21,Puebla,81,Ixcamilpa de Guerrero,1,Ixcamilpa
21,Puebla,82,Ixcaquixtla,1,San Juan Ixcaquixtla
21,Puebla,83,Ixtacamaxtitlan,1,Ixtacamaxtitlan
21,Puebla,84,Ixtepec,1,Ixtepec
21,Puebla,85,Izucar de Matamoros,1,Izucar de Matamoros
21,Puebla,86,Jalpan,1,Jalpan
21,Puebla,87,Jolalpan,1,Jolalpan
21,Puebla,88,Jonotla,1,Jonotla
21,Puebla,89,Jopala,1,Jopala
21,Puebla,90,Juan C. Bonilla,1,Cuanala
21,Puebla,91,Juan Galindo,1,Nuevo Necaxa
21,Puebla,92,Juan N. Mendez,1,Atenayuca
21,Puebla,93,Lafragua,1,Saltillo
21,Puebla,94,Libres,1,Ciudad de Libres
21,Puebla,95,La Magdalena Tlatlauquitepec,1,La Magdalena Tlatlauquitepec
21,Puebla,96,Mazapiltepec de Juarez,1,Mazapiltepec de Juarez
21,Puebla,97,Mixtla,1,San Francisco Mixtla
21,Puebla,98,Molcaxac,1,Molcaxac
21,Puebla,99,Cañada Morelos,1,Morelos Cañada
21,Puebla,100,Naupan,1,Naupan
21,Puebla,101,Nauzontla,1,Nauzontla
21,Puebla,102,Nealtican,1,San Buenaventura Nealtican
21,Puebla,103,Nicolas Bravo,1,Nicolas Bravo
21,Puebla,104,Nopalucan,1,Nopalucan de la Granja
21,Puebla,105,Ocotepec,1,Ocotepec
21,Puebla,106,Ocoyucan,1,Santa Clara Ocoyucan
21,Puebla,107,Olintla,1,Olintla
21,Puebla,108,Oriental,1,Oriental
21,Puebla,109,Pahuatlan,1,Ciudad de Pahuatlan de Valle
21,Puebla,110,Palmar de Bravo,1,Palmar de Bravo
21,Puebla,111,Pantepec,1,Pantepec
21,Puebla,112,Petlalcingo,1,Petlalcingo
21,Puebla,113,Piaxtla,1,Piaxtla
21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza
21,Puebla,115,Quecholac,1,Quecholac
21,Puebla,116,Quimixtlan,1,Quimixtlan
21,Puebla,117,Rafael Lara Grajales,1,Ciudad de Rafael Lara Grajales
21,Puebla,118,Los Reyes de Juarez,1,Los Reyes de Juarez
21,Puebla,119,San Andres Cholula,1,San Andres Cholula
21,Puebla,120,San Antonio Cañada,1,San Antonio Cañada
21,Puebla,121,San Diego la Mesa Tochimiltzingo,1,Tochimiltzingo
21,Puebla,122,San Felipe Teotlalcingo,1,San Felipe Teotlalcingo
21,Puebla,123,San Felipe Tepatlan,1,San Felipe Tepatlan
21,Puebla,124,San Gabriel Chilac,1,San Gabriel Chilac
21,Puebla,125,San Gregorio Atzompa,1,San Gregorio Atzompa
21,Puebla,126,San Jeronimo Tecuanipan,1,San Jeronimo Tecuanipan
21,Puebla,127,San Jeronimo Xayacatlan,1,San Jeronimo Xayacatlan
21,Puebla,128,San Jose Chiapa,1,San Jose Chiapa
21,Puebla,129,San Jose Miahuatlan,1,San Jose Miahuatlan
21,Puebla,130,San Juan Atenco,1,San Juan Atenco
21,Puebla,131,San Juan Atzompa,1,San Juan Atzompa
21,Puebla,132,San Martin Texmelucan,1,San Martin Texmelucan de Labastida
21,Puebla,133,San Martin Totoltepec,1,San Martin Totoltepec
21,Puebla,134,San Matias Tlalancaleca,1,San Matias Tlalancaleca
21,Puebla,135,San Miguel Ixitlan,1,San Miguel Ixitlan
21,Puebla,136,San Miguel Xoxtla,1,San Miguel Xoxtla
21,Puebla,137,San Nicolas Buenos Aires,1,San Nicolas Buenos Aires
21,Puebla,138,San Nicolas de los Ranchos,1,San Nicolas de los Ranchos
21,Puebla,139,San Pablo Anicano,1,San Pablo Anicano
21,Puebla,140,San Pedro Cholula,1,Cholula de Rivadavia
21,Puebla,141,San Pedro Yeloixtlahuaca,1,San Pedro Yeloixtlahuaca
21,Puebla,142,San Salvador el Seco,1,San Salvador el Seco
21,Puebla,143,San Salvador el Verde,1,San Salvador el Verde
21,Puebla,144,San Salvador Huixcolotla,1,San Salvador Huixcolotla
21,Puebla,145,San Sebastian Tlacotepec,1,Tlacotepec de Porfirio Diaz
21,Puebla,146,Santa Catarina Tlaltempan,1,Santa Catarina Tlaltempan
21,Puebla,147,Santa Ines Ahuatempan,1,Santa Ines Ahuatempan
21,Puebla,148,Santa Isabel Cholula,1,Santa Isabel Cholula
21,Puebla,149,Santiago Miahuatlan,1,Santiago Miahuatlan
21,Puebla,150,Huehuetlan el Grande,1,Santo Domingo Huehuetlan
21,Puebla,151,Santo Tomas Hueyotlipan,1,Santo Tomas Hueyotlipan
21,Puebla,152,Soltepec,1,Soltepec
21,Puebla,153,Tecali de Herrera,1,Tecali de Herrera
21,Puebla,154,Tecamachalco,1,Tecamachalco
21,Puebla,155,Tecomatlan,1,Tecomatlan
21,Puebla,156,Tehuacan,1,Tehuacan
21,Puebla,157,Tehuitzingo,1,Tehuitzingo
21,Puebla,158,Tenampulco,1,Tenampulco
21,Puebla,159,Teopantlan,1,Teopantlan
21,Puebla,160,Teotlalco,1,Teotlalco
21,Puebla,161,Tepanco de Lopez,1,Tepanco de Lopez
21,Puebla,162,Tepango de Rodriguez,1,Tepango de Rodriguez
21,Puebla,163,Tepatlaxco de Hidalgo,1,Tepatlaxco de Hidalgo
21,Puebla,164,Tepeaca,1,Tepeaca
